,numords,totdol,last,buyer,buyerdummy,dollars
14598,4,158,254,no,0,0
14599,6,389,269,no,0,0
14600,1,24,379,no,0,0
14601,4,420,792,no,0,0
14602,2,174,746,no,0,0
14603,1,9,611,no,0,0
14604,1,29,86,no,0,0
14605,1,99,24,no,0,0
14606,6,526,225,no,0,0
14607,8,1285,22,no,0,0
14608,24,668,15,no,0,0
14609,14,1155,21,no,0,0
14610,6,234,378,no,0,0
14611,4,297,728,no,0,0
14612,2,195,98,no,0,0
14613,5,385,807,no,0,0
14614,9,663,81,no,0,0
14615,1,53,878,no,0,0
14616,2,121,486,no,0,0
14617,2,173,676,no,0,0
14618,1,39,466,no,0,0
14619,1,29,329,no,0,0
14620,1,139,147,no,0,0
14621,1,80,144,no,0,0
14622,4,373,486,no,0,0
14623,4,381,793,no,0,0
14624,1,32,996,no,0,0
14625,1,69,749,no,0,0
14626,5,481,123,no,0,0
14627,3,1039,400,no,0,0
14628,1,19,542,no,0,0
14629,1,119,520,no,0,0
14630,1,24,374,no,0,0
14631,25,2194,329,no,0,0
14632,18,2283,290,no,0,0
14633,5,427,802,no,0,0
14634,7,601,79,no,0,0
14635,6,440,653,no,0,0
14636,9,1103,542,no,0,0
14637,1,29,772,no,0,0
14638,1,99,730,no,0,0
14639,4,98,406,no,0,0
14640,1,214,583,no,0,0
14641,3,172,392,no,0,0
14642,1,19,172,no,0,0
14643,1,53,151,no,0,0
14644,4,493,522,no,0,0
14645,7,707,424,no,0,0
14646,7,625,428,no,0,0
14647,6,702,113,no,0,0
14648,2,417,569,no,0,0
14649,7,619,1082,no,0,0
14650,2,118,1092,no,0,0
14651,3,138,154,no,0,0
14652,2,218,786,no,0,0
14654,1,69,666,no,0,0
14655,2,36,393,no,0,0
14656,1,134,479,no,0,0
14657,1,54,427,no,0,0
14658,1,99,396,no,0,0
14659,2,238,233,no,0,0
14660,1,34,295,no,0,0
14661,2,58,25,no,0,0
14662,11,714,423,no,0,0
14663,1,139,1050,no,0,0
14664,3,239,690,no,0,0
14665,1,19,750,no,0,0
14666,1,139,737,no,0,0
14667,1,19,10,no,0,0
14668,5,266,883,no,0,0
14669,6,356,358,no,0,0
14671,1,29,994,no,0,0
14672,1,109,675,no,0,0
14673,2,198,562,no,0,0
14674,1,99,422,no,0,0
14675,1,59,368,no,0,0
14676,1,179,382,no,0,0
14677,3,259,17,no,0,0
14678,12,645,189,no,0,0
14679,3,181,359,no,0,0
14680,4,714,329,no,0,0
14681,10,714,277,no,0,0
14682,3,221,1037,no,0,0
14683,1,59,1022,no,0,0
14684,2,98,641,no,0,0
14685,3,167,227,no,0,0
14686,2,270,148,no,0,0
14687,1,44,114,no,0,0
14688,2,328,25,no,0,0
14689,4,420,893,no,0,0
14690,4,233,1016,no,0,0
14691,4,280,539,no,0,0
14692,1,260,827,no,0,0
14693,7,597,15,no,0,0
14694,3,85,378,no,0,0
14695,1,114,612,no,0,0
14696,1,70,525,no,0,0
14697,3,147,696,no,0,0
14698,1,44,739,no,0,0
14699,1,19,571,no,0,0
14700,4,422,284,no,0,0
14701,5,379,172,no,0,0
14703,4,33,121,no,0,0
14704,2,115,1050,no,0,0
14705,7,624,35,no,0,0
14706,2,91,975,no,0,0
14708,15,2494,731,no,0,0
14709,7,762,156,no,0,0
14710,3,270,886,no,0,0
14711,2,340,158,no,0,0
14712,4,306,318,no,0,0
14713,1,107,549,no,0,0
14714,2,96,101,no,0,0
14715,1,94,9,no,0,0
14716,20,1053,46,no,0,0
14717,5,580,927,no,0,0
14718,24,1277,319,no,0,0
14719,3,234,830,no,0,0
14720,1,139,1051,no,0,0
14721,1,15,288,no,0,0
14722,3,347,750,no,0,0
14723,6,696,148,no,0,0
14724,2,189,18,no,0,0
14725,4,506,365,no,0,0
14726,2,462,281,no,0,0
14727,4,434,99,no,0,0
14728,3,107,359,no,0,0
14729,1,89,192,no,0,0
14730,29,1368,260,no,0,0
14731,6,330,1040,no,0,0
14733,5,372,102,no,0,0
14734,1,139,457,no,0,0
14735,2,598,303,no,0,0
14736,28,1280,335,no,0,0
14737,1,7,648,no,0,0
14738,6,185,525,no,0,0
14739,4,231,779,no,0,0
14740,2,104,535,no,0,0
14741,3,247,722,no,0,0
14742,1,79,911,no,0,0
14743,2,98,260,no,0,0
14744,13,1163,1088,no,0,0
14745,8,397,71,no,0,0
14746,2,228,891,no,0,0
14747,9,352,486,no,0,0
14748,1,314,933,no,0,0
14749,4,518,389,no,0,0
14750,2,158,325,no,0,0
14751,2,82,256,no,0,0
14752,12,1047,431,no,0,0
14753,3,237,812,no,0,0
14754,3,173,667,no,0,0
14755,7,349,109,no,0,0
14756,2,298,1052,no,0,0
14757,3,214,100,no,0,0
14758,6,526,30,no,0,0
14759,4,216,423,no,0,0
14760,1,79,581,no,0,0
14761,4,296,3,no,0,0
14762,1,89,15,no,0,0
14763,14,620,352,no,0,0
14764,11,1047,744,no,0,0
14765,20,1768,221,no,0,0
14766,2,115,886,no,0,0
14767,1,139,812,no,0,0
14768,1,44,745,no,0,0
14769,1,79,674,no,0,0
14770,2,153,49,no,0,0
14771,3,692,319,no,0,0
14772,12,1162,501,no,0,0
14773,5,562,438,no,0,0
14774,1,71,826,no,0,0
14775,49,1670,172,no,0,0
14776,6,394,392,no,0,0
14777,5,370,528,no,0,0
14778,11,1039,155,no,0,0
14779,2,263,1017,no,0,0
14780,2,215,109,no,0,0
14781,1,188,497,no,0,0
14782,1,17,107,no,0,0
14783,4,184,989,no,0,0
14784,4,480,53,no,0,0
14785,1,7,449,no,0,0
14786,1,17,120,no,0,0
14787,1,24,351,no,0,0
14788,1,19,275,no,0,0
14789,7,1034,351,no,0,0
14790,1,199,214,no,0,0
14791,1,25,28,no,0,0
14792,25,1636,402,no,0,0
14793,9,359,382,no,0,0
14794,9,538,520,no,0,0
14795,4,210,988,no,0,0
14796,2,385,158,no,0,0
14797,1,119,1087,no,0,0
14798,8,617,417,no,0,0
14799,7,550,116,no,0,0
14800,6,362,659,no,0,0
14801,3,387,557,no,0,0
14802,2,326,361,no,0,0
14803,2,332,752,no,0,0
14804,4,251,143,no,0,0
14805,3,165,36,no,0,0
14806,1,19,823,no,0,0
14807,3,313,179,no,0,0
14808,3,131,42,no,0,0
14809,1,99,305,no,0,0
14810,1,319,407,no,0,0
14811,2,238,353,no,0,0
14812,1,19,335,no,0,0
14813,4,516,35,no,0,0
14814,1,29,133,no,0,0
14815,22,837,326,no,0,0
14816,9,145,270,no,0,0
14817,7,508,242,no,0,0
14818,24,1437,781,no,0,0
14821,6,346,1089,no,0,0
14822,9,633,746,no,0,0
14823,3,188,606,no,0,0
14824,9,742,49,no,0,0
14825,8,326,170,no,0,0
14826,25,1959,147,no,0,0
14827,4,316,750,no,0,0
14828,5,188,144,no,0,0
14829,2,124,525,no,0,0
14830,3,195,192,no,0,0
14831,7,1187,98,no,0,0
14832,1,64,766,no,0,0
14833,8,527,227,no,0,0
14834,2,168,368,no,0,0
14835,1,74,403,no,0,0
14837,1,179,204,no,0,0
14838,1,19,23,no,0,0
14839,85,3505,81,no,0,0
14840,12,597,77,no,0,0
14841,5,307,22,no,0,0
14842,1,159,779,no,0,0
14843,2,292,837,no,0,0
14844,1,29,759,no,0,0
14845,1,129,529,no,0,0
14846,1,59,392,no,0,0
14847,1,39,414,no,0,0
14848,1,79,45,no,0,0
14849,28,1722,23,no,0,0
14850,16,876,102,no,0,0
14851,10,467,784,no,0,0
14852,3,330,994,no,0,0
14853,6,216,277,no,0,0
14854,3,140,679,no,0,0
14855,2,399,368,no,0,0
14856,1,19,1044,no,0,0
14857,3,178,651,no,0,0
14858,6,677,10,no,0,0
14859,1,9,910,no,0,0
14860,6,430,10,no,0,0
14861,2,316,21,no,0,0
14862,1,87,721,no,0,0
14863,2,138,683,no,0,0
14864,4,317,354,no,0,0
14865,2,317,161,no,0,0
14866,1,129,49,no,0,0
14867,1,189,44,no,0,0
14868,11,523,255,no,0,0
14869,12,753,673,no,0,0
14870,9,771,361,no,0,0
14871,8,505,185,no,0,0
14872,3,217,1025,no,0,0
14873,2,128,309,no,0,0
14874,2,67,569,no,0,0
14875,1,98,518,no,0,0
14876,7,462,920,no,0,0
14877,2,83,53,no,0,0
14878,5,262,25,no,0,0
14879,1,53,480,no,0,0
14880,3,311,14,no,0,0
14881,1,99,71,no,0,0
14882,3,199,128,no,0,0
14883,4,1078,557,no,0,0
14884,1,59,633,no,0,0
14885,2,78,291,no,0,0
14886,20,1983,232,no,0,0
14887,14,978,368,no,0,0
14888,2,178,554,no,0,0
14889,1,69,123,no,0,0
14890,9,275,178,no,0,0
14891,12,1282,46,no,0,0
14892,13,484,207,no,0,0
14893,3,198,101,no,0,0
14894,5,644,56,no,0,0
14895,9,1625,366,no,0,0
14896,2,686,325,no,0,0
14897,2,558,148,no,0,0
14898,1,109,1053,no,0,0
14899,2,288,1005,no,0,0
14900,6,333,175,no,0,0
14901,3,146,802,no,0,0
14902,1,26,844,no,0,0
14903,1,108,378,no,0,0
14904,1,52,753,no,0,0
14905,2,108,543,no,0,0
14906,1,39,639,no,0,0
14907,1,14,416,no,0,0
14908,1,59,220,no,0,0
14909,1,159,214,no,0,0
14910,1,219,178,no,0,0
14911,1,12,67,no,0,0
14912,1,69,14,no,0,0
14913,8,635,970,no,0,0
14914,7,292,477,no,0,0
14915,3,157,618,no,0,0
14916,6,277,851,no,0,0
14917,5,181,329,no,0,0
14918,2,265,476,no,0,0
14919,12,891,81,no,0,0
14920,3,201,522,no,0,0
14921,2,124,998,no,0,0
14922,2,107,620,no,0,0
14923,1,69,970,no,0,0
14924,4,574,99,no,0,0
14925,1,159,795,no,0,0
14926,4,129,221,no,0,0
14927,2,148,169,no,0,0
14928,2,51,631,no,0,0
14929,2,73,627,no,0,0
14930,1,53,604,no,0,0
14931,2,202,360,no,0,0
14932,2,58,19,no,0,0
14933,1,245,462,no,0,0
14934,3,177,165,no,0,0
14935,1,219,389,no,0,0
14936,3,367,22,no,0,0
14937,1,68,149,no,0,0
14938,2,16,778,no,0,0
14939,24,768,547,no,0,0
14940,9,447,652,no,0,0
14941,6,212,687,no,0,0
14942,6,280,613,no,0,0
14943,16,1408,739,no,0,0
14944,2,122,1040,no,0,0
14945,10,1029,143,no,0,0
14947,4,180,185,no,0,0
14948,3,187,688,no,0,0
14949,5,305,346,no,0,0
14950,8,743,24,no,0,0
14951,2,198,329,no,0,0
14952,3,447,858,no,0,0
14953,6,945,417,no,0,0
14954,7,808,87,no,0,0
14955,2,53,723,no,0,0
14956,2,323,458,no,0,0
14957,2,169,466,no,0,0
14958,4,248,204,no,0,0
14959,4,197,525,no,0,0
14960,3,155,290,no,0,0
14961,4,164,66,no,0,0
14962,1,49,368,no,0,0
14963,1,249,329,no,0,0
14964,1,49,868,no,0,0
14965,1,79,438,no,0,0
14966,31,2230,883,no,0,0
14968,3,254,227,no,0,0
14969,6,1938,382,no,0,0
14970,1,345,960,no,0,0
14971,1,14,410,no,0,0
14972,1,23,149,no,0,0
14973,4,101,714,no,0,0
14974,5,287,773,no,0,0
14975,20,1670,9,no,0,0
14976,8,994,781,no,0,0
14977,4,220,1095,no,0,0
14978,11,782,466,no,0,0
14979,21,2882,149,no,0,0
14980,4,241,772,no,0,0
14981,1,64,1096,no,0,0
14983,1,79,542,no,0,0
14984,1,99,319,no,0,0
14985,1,69,316,no,0,0
14986,1,134,218,no,0,0
14988,11,1326,2722,no,0,0
14989,17,1298,658,no,0,0
14990,5,382,310,no,0,0
14991,1,59,987,no,0,0
14992,5,283,744,no,0,0
14993,1,151,851,no,0,0
14994,2,75,158,no,0,0
14995,1,39,672,no,0,0
14996,2,238,248,no,0,0
14997,1,49,270,no,0,0
14998,1,79,64,no,0,0
14999,11,663,781,no,0,0
15001,1,27,913,no,0,0
15002,1,139,772,no,0,0
15003,2,118,627,no,0,0
15004,1,209,723,no,0,0
15005,1,169,441,no,0,0
15006,2,195,234,no,0,0
15007,10,284,31,no,0,0
15008,6,408,128,no,0,0
15009,8,407,358,no,0,0
15010,4,339,11,no,0,0
15012,16,1475,183,no,0,0
15013,7,668,641,no,0,0
15014,4,144,43,no,0,0
15015,5,553,50,no,0,0
15016,3,837,780,no,0,0
15017,8,482,114,no,0,0
15018,3,283,42,no,0,0
15019,1,44,942,no,0,0
15020,2,211,578,no,0,0
15022,3,430,178,no,0,0
15023,2,164,389,no,0,0
15024,2,87,176,no,0,0
15025,3,482,301,no,0,0
15026,1,19,396,no,0,0
15027,1,89,364,no,0,0
15028,1,119,39,no,0,0
15029,15,476,408,no,0,0
15030,4,118,262,no,0,0
15031,6,306,1932,no,0,0
15032,12,723,246,no,0,0
15033,5,688,1,no,0,0
15034,7,358,746,no,0,0
15035,3,123,24,no,0,0
15036,1,79,1032,no,0,0
15037,2,98,81,no,0,0
15038,2,273,800,no,0,0
15039,1,49,724,no,0,0
15040,1,19,679,no,0,0
15041,2,191,487,no,0,0
15042,2,404,617,no,0,0
15043,1,71,464,no,0,0
15044,2,54,231,no,0,0
15045,18,1564,3,no,0,0
15046,40,3650,31,no,0,0
15047,4,252,869,no,0,0
15048,7,450,605,no,0,0
15049,6,463,438,no,0,0
15050,3,181,81,no,0,0
15051,2,204,1094,no,0,0
15052,1,109,892,no,0,0
15053,2,178,991,no,0,0
15054,6,194,599,no,0,0
15055,4,327,142,no,0,0
15056,2,285,913,no,0,0
15057,3,267,177,no,0,0
15058,1,35,877,no,0,0
15059,1,83,714,no,0,0
15060,2,58,662,no,0,0
15061,2,213,10,no,0,0
15062,1,254,598,no,0,0
15063,8,1079,1,no,0,0
15064,5,1131,224,no,0,0
15065,1,159,546,no,0,0
15066,2,73,42,no,0,0
15067,2,159,189,no,0,0
15068,1,309,395,no,0,0
15069,1,49,394,no,0,0
15070,3,227,296,no,0,0
15071,1,139,248,no,0,0
15073,8,224,25,no,0,0
15074,19,1120,318,no,0,0
15075,26,2416,319,no,0,0
15076,57,10284,108,no,0,0
15077,27,1626,387,no,0,0
15078,9,646,56,no,0,0
15079,3,247,358,no,0,0
15080,4,518,87,no,0,0
15081,3,314,724,no,0,0
15082,7,1827,746,no,0,0
15083,3,267,786,no,0,0
15085,2,188,619,no,0,0
15086,2,196,1089,no,0,0
15087,2,81,549,no,0,0
15088,4,210,185,no,0,0
15089,1,229,1030,no,0,0
15090,3,33,952,no,0,0
15091,3,477,892,no,0,0
15092,4,147,10,no,0,0
15093,1,25,830,no,0,0
15094,1,69,757,no,0,0
15095,2,198,646,no,0,0
15096,2,86,486,no,0,0
15097,4,399,52,no,0,0
15098,1,79,555,no,0,0
15099,2,210,205,no,0,0
15100,3,159,121,no,0,0
15101,2,187,12,no,0,0
15102,2,118,73,no,0,0
15103,8,1366,730,no,0,0
15104,18,1230,149,no,0,0
15105,11,778,98,no,0,0
15106,7,1009,148,no,0,0
15107,11,739,403,no,0,0
15108,3,104,29,no,0,0
15109,6,1313,912,no,0,0
15110,7,463,4,no,0,0
15111,5,240,977,no,0,0
15112,21,3239,11,no,0,0
15113,21,2247,48,no,0,0
15114,2,316,1029,no,0,0
15115,1,117,1030,no,0,0
15116,4,336,541,no,0,0
15117,1,223,767,no,0,0
15118,1,39,718,no,0,0
15119,4,284,380,no,0,0
15120,6,156,380,no,0,0
15121,2,62,403,no,0,0
15122,3,657,18,no,0,0
15123,3,57,241,no,0,0
15124,7,971,86,no,0,0
15125,1,53,74,no,0,0
15126,8,827,939,no,0,0
15127,9,744,676,no,0,0
15128,8,409,102,no,0,0
15129,2,488,212,no,0,0
15130,2,202,382,no,0,0
15131,1,89,969,no,0,0
15132,3,82,533,no,0,0
15133,10,376,217,no,0,0
15134,2,332,337,no,0,0
15135,1,231,31,no,0,0
15136,23,787,161,no,0,0
15137,2,261,1039,no,0,0
15139,1,219,599,no,0,0
15140,4,185,50,no,0,0
15141,73,4776,74,no,0,0
15142,19,555,143,no,0,0
15143,17,857,1543,no,0,0
15144,29,794,32,no,0,0
15145,46,1725,99,no,0,0
15146,39,4115,557,no,0,0
15147,5,259,155,no,0,0
15148,17,2582,309,no,0,0
15149,8,240,633,no,0,0
15150,22,1781,14,no,0,0
15151,2,77,16,no,0,0
15152,4,326,857,no,0,0
15153,10,1160,163,no,0,0
15154,1,94,1087,no,0,0
15155,2,133,934,no,0,0
15156,1,82,938,no,0,0
15157,2,117,354,no,0,0
15158,1,67,506,no,0,0
15159,1,29,501,no,0,0
15160,2,104,224,no,0,0
15161,1,299,351,no,0,0
15162,14,1426,781,no,0,0
15163,17,1582,119,no,0,0
15164,13,492,185,no,0,0
15165,4,155,1010,no,0,0
15166,7,776,1107,no,0,0
15167,2,138,750,no,0,0
15168,3,257,980,no,0,0
15169,2,128,625,no,0,0
15170,2,198,772,no,0,0
15171,7,474,22,no,0,0
15172,1,99,623,no,0,0
15173,2,69,511,no,0,0
15175,1,71,471,no,0,0
15176,1,99,358,no,0,0
15177,2,107,71,no,0,0
15178,1,12,217,no,0,0
15179,1,54,94,no,0,0
15180,1,99,45,no,0,0
15181,50,3978,410,no,0,0
15182,30,2691,36,no,0,0
15183,21,2615,473,no,0,0
15184,21,1302,176,no,0,0
15185,27,4100,253,no,0,0
15186,17,613,595,no,0,0
15187,20,929,42,no,0,0
15188,4,456,375,no,0,0
15189,8,466,564,no,0,0
15190,2,274,722,no,0,0
15191,3,73,536,no,0,0
15192,5,409,1108,no,0,0
15194,3,232,361,no,0,0
15195,5,223,613,no,0,0
15196,3,537,203,no,0,0
15197,3,68,86,no,0,0
15198,7,547,305,no,0,0
15199,5,327,814,no,0,0
15200,2,112,1089,no,0,0
15201,1,39,450,no,0,0
15202,1,409,1089,no,0,0
15204,3,107,315,no,0,0
15205,4,202,571,no,0,0
15206,1,8,836,no,0,0
15207,3,159,524,no,0,0
15208,2,198,732,no,0,0
15209,1,39,680,no,0,0
15210,2,298,640,no,0,0
15211,3,247,350,no,0,0
15212,2,103,444,no,0,0
15213,8,372,11,no,0,0
15214,3,222,346,no,0,0
15215,1,79,409,no,0,0
15216,3,157,49,no,0,0
15217,1,139,361,no,0,0
15218,1,139,289,no,0,0
15219,1,30,283,no,0,0
15220,2,254,154,no,0,0
15221,2,358,128,no,0,0
15222,1,17,116,no,0,0
15223,1,99,65,no,0,0
15224,1,299,51,no,0,0
15225,1,229,36,no,0,0
15226,1,39,32,no,0,0
15227,75,6445,128,no,0,0
15228,21,1767,109,no,0,0
15229,18,575,616,no,0,0
15230,3,157,106,no,0,0
15231,16,2621,101,no,0,0
15232,16,930,220,no,0,0
15233,8,543,249,no,0,0
15234,1,189,961,no,0,0
15235,7,359,402,no,0,0
15237,2,118,616,no,0,0
15238,11,1045,592,no,0,0
15239,4,451,28,no,0,0
15240,9,748,193,no,0,0
15241,9,368,513,no,0,0
15242,4,321,863,no,0,0
15243,1,99,1061,no,0,0
15244,1,54,1038,no,0,0
15245,2,118,547,no,0,0
15246,1,57,625,no,0,0
15247,1,39,578,no,0,0
15248,1,44,470,no,0,0
15249,3,324,52,no,0,0
15250,4,176,329,no,0,0
15251,1,59,322,no,0,0
15252,1,34,255,no,0,0
15253,45,4559,129,no,0,0
15254,45,3309,4,no,0,0
15255,31,2695,711,no,0,0
15256,26,1300,196,no,0,0
15257,11,1031,44,no,0,0
15258,9,293,123,no,0,0
15259,44,3796,18,no,0,0
15260,5,305,301,no,0,0
15261,5,488,290,no,0,0
15262,7,182,660,no,0,0
15263,2,328,918,no,0,0
15264,5,307,53,no,0,0
15265,5,414,672,no,0,0
15266,1,39,1080,no,0,0
15267,1,354,1012,no,0,0
15268,1,39,722,no,0,0
15269,5,379,1,no,0,0
15270,4,372,198,no,0,0
15271,1,79,29,no,0,0
15272,41,3494,399,no,0,0
15273,13,816,53,no,0,0
15274,13,1149,177,no,0,0
15275,17,1280,91,no,0,0
15276,16,1133,711,no,0,0
15277,18,1082,788,no,0,0
15278,8,540,744,no,0,0
15279,13,1040,123,no,0,0
15280,5,308,851,no,0,0
15281,2,38,743,no,0,0
15282,9,755,31,no,0,0
15283,1,49,1016,no,0,0
15284,3,724,322,no,0,0
15285,2,198,535,no,0,0
15286,1,39,575,no,0,0
15287,2,298,522,no,0,0
15288,1,109,423,no,0,0
15289,1,19,413,no,0,0
15290,1,184,366,no,0,0
15291,1,99,329,no,0,0
15292,1,179,324,no,0,0
15293,1,11,308,no,0,0
15294,1,69,268,no,0,0
15295,1,99,254,no,0,0
15296,3,453,169,no,0,0
15297,1,17,119,no,0,0
15298,3,834,23,no,0,0
15299,3,688,1086,no,0,0
15300,16,1232,253,no,0,0
15301,7,250,1096,no,0,0
15302,61,4368,149,no,0,0
15303,26,2329,156,no,0,0
15304,25,1538,448,no,0,0
15305,10,848,25,no,0,0
15306,7,317,154,no,0,0
15307,3,337,694,no,0,0
15308,4,142,78,no,0,0
15309,4,255,961,no,0,0
15310,1,49,1088,no,0,0
15311,1,629,962,no,0,0
15313,12,1370,79,no,0,0
15314,1,49,715,no,0,0
15315,1,133,653,no,0,0
15316,1,32,578,no,0,0
15317,1,154,438,no,0,0
15318,1,39,448,no,0,0
15319,2,178,371,no,0,0
15320,2,148,371,no,0,0
15321,2,74,24,no,0,0
15322,1,39,214,no,0,0
15323,4,226,32,no,0,0
15324,4,374,51,no,0,0
15325,58,3137,63,no,0,0
15326,41,2141,81,no,0,0
15327,11,454,554,no,0,0
15328,19,1497,16,no,0,0
15329,13,1227,744,no,0,0
15330,33,2153,190,no,0,0
15331,9,1022,30,no,0,0
15332,7,362,234,no,0,0
15333,10,844,2,no,0,0
15334,3,85,927,no,0,0
15335,12,1229,181,no,0,0
15336,2,234,737,no,0,0
15337,3,187,1037,no,0,0
15338,4,321,422,no,0,0
15339,4,266,730,no,0,0
15340,2,298,932,no,0,0
15341,1,119,757,no,0,0
15342,4,609,994,no,0,0
15343,2,188,744,no,0,0
15344,4,358,746,no,0,0
15345,2,153,994,no,0,0
15346,1,35,863,no,0,0
15347,4,128,494,no,0,0
15348,2,99,317,no,0,0
15349,1,139,737,no,0,0
15350,7,729,84,no,0,0
15351,1,19,617,no,0,0
15352,1,159,581,no,0,0
15353,1,149,570,no,0,0
15354,1,89,536,no,0,0
15355,2,130,221,no,0,0
15356,1,19,438,no,0,0
15357,1,54,403,no,0,0
15358,1,19,367,no,0,0
15359,1,129,214,no,0,0
15360,1,53,121,no,0,0
15361,2,78,35,no,0,0
15362,1,19,53,no,0,0
15363,1,224,17,no,0,0
15365,14,998,116,no,0,0
15366,14,806,78,no,0,0
15367,10,659,142,no,0,0
15368,5,138,30,no,0,0
15369,5,175,389,no,0,0
15370,10,654,214,no,0,0
15371,4,341,714,no,0,0
15372,6,259,471,no,0,0
15373,3,292,9,no,0,0
15375,2,225,238,no,0,0
15376,5,288,368,no,0,0
15377,9,524,43,no,0,0
15378,4,236,39,no,0,0
15379,6,452,361,no,0,0
15380,2,121,787,no,0,0
15381,3,307,1075,no,0,0
15382,3,346,616,no,0,0
15383,2,94,689,no,0,0
15384,2,283,750,no,0,0
15385,5,361,394,no,0,0
15386,2,174,753,no,0,0
15387,5,102,182,no,0,0
15388,1,79,368,no,0,0
15389,2,134,106,no,0,0
15390,1,44,582,no,0,0
15391,1,179,465,no,0,0
15392,2,75,309,no,0,0
15393,3,424,119,no,0,0
15394,1,99,380,no,0,0
15395,2,196,235,no,0,0
15396,1,99,248,no,0,0
15397,1,69,179,no,0,0
15398,1,119,87,no,0,0
15399,45,3707,99,no,0,0
15400,27,1245,653,no,0,0
15401,10,336,431,no,0,0
15402,5,760,164,no,0,0
15403,3,412,1079,no,0,0
15404,7,878,107,no,0,0
15405,7,387,116,no,0,0
15406,2,153,770,no,0,0
15407,4,248,185,no,0,0
15408,3,404,528,no,0,0
15409,1,39,667,no,0,0
15410,1,44,309,no,0,0
15411,11,1141,25,no,0,0
15412,9,1081,429,no,0,0
15413,9,1073,7,no,0,0
15414,1,79,10,no,0,0
15415,2,183,765,no,0,0
15416,25,3639,21,no,0,0
15417,1,99,1079,no,0,0
15418,2,218,833,no,0,0
15419,1,249,828,no,0,0
15420,1,39,585,no,0,0
15421,3,717,416,no,0,0
15422,1,139,526,no,0,0
15423,2,41,358,no,0,0
15424,2,58,375,no,0,0
15425,5,257,210,no,0,0
15426,1,31,305,no,0,0
15427,1,204,64,no,0,0
15428,1,34,52,no,0,0
15429,7,627,409,no,0,0
15430,9,561,221,no,0,0
15431,2,123,374,no,0,0
15432,3,357,1078,no,0,0
15433,4,239,284,no,0,0
15434,5,409,696,no,0,0
15435,9,465,366,no,0,0
15436,6,314,717,no,0,0
15437,1,113,1046,no,0,0
15438,4,428,318,no,0,0
15439,1,98,861,no,0,0
15440,2,88,802,no,0,0
15441,11,439,11,no,0,0
15442,1,19,765,no,0,0
15443,2,168,683,no,0,0
15444,13,740,11,no,0,0
15445,2,98,592,no,0,0
15446,2,98,350,no,0,0
15447,1,59,354,no,0,0
15448,1,34,297,no,0,0
15449,46,6004,46,no,0,0
15450,7,444,368,no,0,0
15451,8,1055,1,no,0,0
15452,21,1030,44,no,0,0
15453,4,645,438,no,0,0
15454,1,129,921,no,0,0
15455,1,19,644,no,0,0
15456,3,187,273,no,0,0
15457,1,89,520,no,0,0
15458,1,17,473,no,0,0
15459,1,53,450,no,0,0
15460,4,80,182,no,0,0
15461,1,129,21,no,0,0
15462,81,3499,81,no,0,0
15463,9,1256,233,no,0,0
15464,6,480,246,no,0,0
15465,6,314,753,no,0,0
15466,3,272,1113,no,0,0
15467,20,1058,183,no,0,0
15468,2,121,39,no,0,0
15469,7,644,360,no,0,0
15470,4,331,58,no,0,0
15471,15,1628,70,no,0,0
15473,2,165,1039,no,0,0
15474,2,205,518,no,0,0
15475,4,446,620,no,0,0
15476,2,233,955,no,0,0
15477,3,119,814,no,0,0
15478,2,358,1075,no,0,0
15479,1,69,969,no,0,0
15480,2,163,668,no,0,0
15481,2,118,543,no,0,0
15482,2,173,36,no,0,0
15483,1,79,10,no,0,0
15484,7,829,46,no,0,0
15485,2,352,723,no,0,0
15486,1,169,843,no,0,0
15487,21,2258,18,no,0,0
15488,4,314,197,no,0,0
15489,3,209,353,no,0,0
15490,4,296,620,no,0,0
15491,4,430,98,no,0,0
15492,2,98,80,no,0,0
15493,1,9,939,no,0,0
15494,2,283,239,no,0,0
15495,2,364,204,no,0,0
15496,1,119,417,no,0,0
15497,87,11229,9,no,0,0
15498,20,1210,30,no,0,0
15500,28,2595,225,no,0,0
15502,14,1543,661,no,0,0
15503,3,133,617,no,0,0
15504,7,431,252,no,0,0
15505,4,515,644,no,0,0
15506,1,139,1044,no,0,0
15507,4,485,233,no,0,0
15508,3,305,426,no,0,0
15509,3,162,387,no,0,0
15510,1,69,309,no,0,0
15511,1,49,81,no,0,0
15512,1,59,25,no,0,0
15513,40,2956,10,no,0,0
15514,43,2402,366,no,0,0
15515,10,659,541,no,0,0
15517,2,29,459,no,0,0
15518,8,546,379,no,0,0
15519,7,974,358,no,0,0
15520,3,88,255,no,0,0
15521,8,977,31,no,0,0
15522,17,2186,786,no,0,0
15524,2,221,1026,no,0,0
15525,8,1641,164,no,0,0
15526,11,463,98,no,0,0
15527,3,226,1016,no,0,0
15528,3,157,337,no,0,0
15529,1,247,1033,no,0,0
15530,1,109,982,no,0,0
15531,6,290,394,no,0,0
15532,1,44,848,no,0,0
15533,1,249,756,no,0,0
15534,1,79,728,no,0,0
15535,2,146,648,no,0,0
15536,4,322,242,no,0,0
15537,1,517,662,no,0,0
15538,1,79,651,no,0,0
15539,3,568,46,no,0,0
15540,1,109,449,no,0,0
15541,1,149,416,no,0,0
15542,1,119,255,no,0,0
15543,1,54,325,no,0,0
15544,1,58,323,no,0,0
15545,10,945,380,no,0,0
15546,64,3352,185,no,0,0
15547,5,440,850,no,0,0
